participant_id,date,day_index,sleep_onset_hour,sleep_duration_hours,sleep_regularity_index,late_night_screen_min,total_screen_min,app_switching_rate,mobility_entropy,location_revisit_ratio,social_rhythm_metric,comm_reciprocity
P001,2026-03-02,1,23.338200378797726,7.472186374132389,81.23422260175273,27.711691474531786,284.6882534963286,1.1219447420624375,1.7820144998238292,0.6464717598052548,0.7586421208941788,0.5164573083295076
P001,2026-03-03,2,23.236432650250517,7.594219065046984,83.06887198896032,33.531912968203855,259.9827234174627,1.2277096002647712,1.8462564951870173,0.6114365040702351,0.7431790583177674,0.6087281385722304
P001,2026-03-04,3,23.22165192847703,7.594549757973424,81.14438664819906,35.38070483421472,282.7404910695149,1.2407175580216507,1.7168644028699591,0.6603046456841073,0.8121051354858403,0.6014165351548819
P001,2026-03-05,4,23.26995432740548,7.51781078762104,81.60284413226154,25.270536552271345,282.28456050577677,1.0435286007231532,1.7867549995775993,0.6722220064049733,0.7331385889180683,0.6153256396127914
P001,2026-03-06,5,25.244664153349817,6.422534229849423,74.21576635494425,103.31663515156174,326.4824197122692,1.9030642281701078,1.8020284428065716,0.6554860025407729,0.7765004062219707,0.6228549854028368
P001,2026-03-07,6,24.99725448643337,6.14352034775264,74.62235845998221,96.97318673125186,358.62052728306014,1.9478480333432253,1.8269430087351273,0.6435279952988611,0.8254035936716266,0.5300645285654579
P001,2026-03-08,7,25.23242500660347,6.2550760416125355,71.49164745296731,99.90173844245685,371.0930521354673,1.945972044661001,1.7164879104852664,0.6402350954330077,0.7883185982052658,0.47027588926352193
P002,2026-03-02,1,22.954601921859474,7.99130928388709,81.44856269866955,24.70130993596878,242.37806025654447,1.0209489953010396,1.8245461068933841,0.5959089161979796,0.790978683971396,0.4880874421541858
P002,2026-03-03,2,22.91626825357175,7.979516497727687,78.01306287825945,20.91284323931967,249.8993888442282,0.8512613517552072,1.8536731527828199,0.5890153073737034,0.8448729062841354,0.503116681180807
P002,2026-03-04,3,23.113619555721474,7.793396963886256,79.7480093303403,29.18395110292929,254.78205749096867,1.1226385368549145,1.8441854836175857,0.5820977049097713,0.7861894134518187,0.5297629726007788
P002,2026-03-05,4,22.944848358953696,7.607344120269778,78.4939533354541,22.616693380678726,240.7452417342882,0.977994976183334,1.8449983761827569,0.5909237645165438,0.8169033249281407,0.4774947397032316
P002,2026-03-06,5,22.941537014546135,7.857964756256382,77.7491314663738,28.093200411566507,282.00234751809893,0.9050556958215822,0.7599759228226768,0.9023977513490082,0.5903672157030495,0.4951789480414064
P002,2026-03-07,6,23.062974582703553,7.931052260859846,78.64624558861362,23.502134957937777,315.878228552681,1.1046670019251263,0.7447065648006271,0.8858542951346091,0.5348606546148957,0.4895038269640359
P002,2026-03-08,7,22.925141314503115,7.830693304292846,81.52167717002995,,,0.8886915282552168,0.7606759886304715,0.8867398203105241,0.562726028184529,0.5903116881544367
