participant_id,date,day_index,sleep_onset_hour,sleep_duration_hours,sleep_regularity_index,late_night_screen_min,total_screen_min,app_switching_rate,mobility_entropy,location_revisit_ratio,social_rhythm_metric,comm_reciprocity
P001,2026-03-02,1,23.315741553082308,7.416143270823769,82.37407174834455,35.0505441999468,264.81791597791926,1.3292594278196397,1.8088130498414463,0.6164717598052548,0.782913696715343,0.48487146263599723
P001,2026-03-03,2,23.318815887800323,7.585094460962173,84.57205915063398,31.100043512658374,266.70087146326995,1.3520022058276684,1.7305753519203604,0.6047325449138085,0.8343442574979759,0.5989611736389165
P001,2026-03-04,3,23.223881288874548,7.3724676006466705,84.72147485355322,30.47839593258083,235.3153421077213,1.3345393795308103,1.859423879935106,0.6263909172435371,0.7955894571765262,0.6230428441765075
P001,2026-03-05,4,23.359109889054768,7.360389423813814,84.1420299324253,26.089933705605503,278.02214482013727,1.2476499100801126,1.730452904079308,0.6419872962249339,0.7847995674433056,0.5484511217314281
P001,2026-03-06,5,23.213543284729074,7.442096852241993,84.66761650498935,27.86866469331085,278.36565885093114,1.1514461279311212,1.8114160569711146,0.6261654268230121,0.7756902144821619,0.553343585543089
P001,2026-03-07,6,23.262905290908048,7.389480024183328,84.14345005493463,30.52821024815421,239.53530341804162,1.2610145311117194,1.8325026790710899,0.5914367663125856,0.7775701918816813,0.542295658432199
P001,2026-03-08,7,23.437720693259667,7.370170543361194,82.67585940470627,30.758447522648545,248.07316857707315,1.0614593095104856,1.8440534363235168,0.607288632689753,0.7735664053705845,0.5014768849852171
P001,2026-03-09,8,23.310347908476906,7.341504741020555,83.60055730706777,26.315167072363536,286.5966117452367,1.0149105050635279,1.8346329920304325,0.5932530317452166,0.7723943268317841,0.571343747906229
P001,2026-03-10,9,25.093176490091565,6.35434964906852,71.80651253926865,111.09330054218782,344.4087013404301,1.6610897839930978,1.7884823532178447,0.5881656373993563,0.8217481630638889,0.535518796973603
P001,2026-03-11,10,24.996763900178774,6.3253192771192515,69.43866593516397,97.09075087256365,325.5461916119538,1.7488618069125872,1.738794485064557,0.6305230906249694,0.7881815738239285,0.5963590073109983
P001,2026-03-12,11,25.12035149148644,6.213538655601891,68.78313772429784,105.12939233675591,360.144630296033,1.8012079727532142,1.8471582349271733,0.5937269730353776,0.7663872834102585,0.5711281466926286
P001,2026-03-13,12,25.13769068826596,6.4389557122656065,69.75148261582073,109.31514888596918,360.8502747144197,1.9301828567274453,1.8240539892377716,0.6410462468962772,0.8028691652649845,0.581003004693714
P001,2026-03-14,13,25.22250111515707,6.156162441179778,72.91996702097227,111.07347264460486,349.5298812653841,1.9131283593395234,1.701963309503077,0.5754102915252141,0.813651918504073,0.5596579270386846
P001,2026-03-15,14,24.970020635814052,6.408516142008694,71.36069714453932,99.64231360700781,331.55044565343195,1.6986598188536162,1.7211333994877451,0.645947306583221,0.7617782082437801,0.5002806019880333
P002,2026-03-02,1,22.9681039203456,7.602089150264479,85.28078019098969,22.029349070031003,256.5580466201156,1.1158937191849034,1.8755718484949497,0.5779629558533066,0.827778384147743,0.5417019179058474
P002,2026-03-03,2,23.095675893456285,7.851746384656199,85.26207057079395,29.145542280845874,235.83179877480265,1.2049724890492977,1.886047998895192,0.5603795047739675,0.8362551737269694,0.5523030799344111
